Unnamed: 0,ID,RAdeg,DECdeg,G_mag,g_mag,g_r,logExcess,Gp_G,Pext,Pgc
4263,363204051120980864,15.068369,35.086587,19.909,18.408,0.694,1.031,-2.263,1.0,0.04
18610,2862006742509519744,2.90047,32.341677,20.23,19.424,0.836,0.748,-1.561,0.72,0.04
12690,389561990541531008,11.980606,45.062727,20.602,19.273,0.977,1.19,-2.345,1.0,0.0
8408,374761120921115776,14.73275,42.197954,21.422,18.663,0.138,1.504,-3.326,0.98,0.01
16608,415977654316333184,7.329483,52.158776,18.411,18.96,1.151,0.397,-0.555,0.8,0.01
1084,312196641556439296,12.177102,29.827771,19.957,19.32,1.194,0.89,-1.611,1.0,0.04
18670,2861399060472954112,1.78731,30.867315,20.403,18.875,0.493,0.93,-2.179,0.92,0.0
16583,415861380965112576,7.535113,51.798664,20.251,18.987,1.052,1.115,-2.252,1.0,0.0
2716,320306261366359680,19.443875,35.332083,20.434,19.071,0.669,0.997,-2.138,0.98,0.01
16459,415363130399912704,12.299092,52.003628,19.954,18.637,0.872,1.139,-2.368,1.0,0.01
9490,378522756358154880,6.135019,37.051383,20.65,18.959,0.681,1.241,-2.475,1.0,0.0
3054,321861108246783488,19.112091,37.761489,19.871,18.602,0.552,0.906,-1.936,0.98,0.01
18171,2861946514182729728,3.220096,32.082227,21.238,18.542,0.123,1.511,-2.991,1.0,0.05
10510,381268065107142912,10.664351,41.315715,20.74,19.009,0.659,1.268,-2.836,1.0,0.28
9207,376638846264083200,16.927977,43.883153,20.66,19.401,0.76,0.97,-2.156,1.0,0.01
14668,397801455801448192,18.423855,44.83723,20.92,19.454,0.574,1.146,-2.254,0.99,0.04
1184,312887478456386048,14.067107,31.832664,19.88,18.491,1.179,1.229,-2.434,1.0,0.01
2732,320327495683798016,21.309096,34.453774,20.656,19.376,1.02,1.128,-2.268,1.0,0.01
11938,386976798185163136,1.748269,46.491695,20.672,18.628,0.571,1.344,-2.709,1.0,0.03
3650,324147783194332672,22.644371,40.821103,18.46,19.484,1.11,0.152,-0.057,0.65,0.02
8769,375414020373570432,12.23239,42.787107,20.489,19.441,0.791,0.881,-1.961,0.98,0.06
11228,384733210346687104,1.745697,43.49948,17.965,19.094,1.14,0.211,-0.111,0.51,0.01
106,309122956801097856,21.455433,29.443812,20.757,18.937,0.572,1.162,-2.412,1.0,0.07
17701,2860553467309908992,5.374717,30.139109,21.062,19.335,1.014,1.309,-2.546,1.0,0.02
19494,2874143224871783040,0.800289,32.193615,20.69,18.692,0.514,1.303,-2.724,1.0,0.0
7149,372075632488934016,19.695099,41.110051,20.037,18.264,0.838,1.21,-2.497,1.0,0.01
1565,314653431569308032,15.143631,33.813888,20.193,19.143,0.735,0.83,-1.812,0.86,0.01
15329,401289553361821184,17.346495,47.368789,20.882,19.296,0.852,1.16,-2.444,1.0,0.0
1447,313707336173833856,19.065266,32.273036,21.638,19.227,0.649,1.557,-3.354,1.0,0.01
12576,389222207089814016,8.422254,46.595384,21.701,19.139,0.356,1.425,-3.004,1.0,0.28
18509,2862618723808760320,6.892169,31.632302,20.995,19.474,0.884,1.211,-2.457,1.0,0.01
3646,324132630550556800,22.644483,40.636468,20.054,18.983,0.973,0.975,-2.05,1.0,0.0
8111,373675284468075136,18.771177,43.961109,17.725,18.555,1.24,0.364,-0.495,0.51,0.09
15599,402794475542931200,14.612987,49.134742,21.44,19.085,0.95,1.455,-3.225,1.0,0.02
2036,317424334015065728,22.655647,35.086142,18.069,19.45,1.252,0.13,0.035,0.51,0.0
8159,374438105020493440,14.982258,40.854243,20.234,19.061,0.934,1.001,-2.178,1.0,0.0
3976,361003443021935488,13.687298,32.453364,21.76,19.422,0.258,1.09,-3.013,0.95,0.17
11057,383479560934545536,4.197506,41.21173,19.253,18.267,1.121,1.008,-1.971,1.0,0.15
16816,417156296428242304,14.301968,53.111261,20.471,19.404,0.958,0.985,-2.059,1.0,0.0
14613,397297845116471680,21.3688,45.541749,20.783,19.357,0.977,1.114,-2.418,1.0,0.01
17630,2859233125644034176,8.568666,30.264143,20.295,19.102,0.66,0.893,-1.973,0.93,0.0
6075,368690923381138944,9.573403,39.621986,21.54,18.413,0.347,1.509,-3.359,0.99,0.14
20032,2875259813289765888,0.697715,34.701015,19.895,19.129,0.655,0.807,-1.543,1.0,0.01
16080,406752854842269824,21.728401,50.895213,20.425,19.288,1.024,1.122,-2.268,1.0,0.0
14617,396814815914562816,21.052608,44.051307,21.078,18.893,0.756,1.584,-3.236,1.0,0.01
6338,369004623497301632,11.751416,40.757734,19.961,18.864,0.421,0.787,-1.6,0.99,0.28
5568,367375357718907776,10.97414,37.245781,20.279,18.663,0.744,1.149,-2.557,1.0,0.0
2238,316501263939437952,20.944039,32.318427,21.526,18.663,0.196,1.488,-3.286,1.0,0.36
14097,395198258947173632,3.118329,50.004404,19.402,18.404,0.909,0.985,-1.956,1.0,0.04
13893,394064628102753792,0.080944,51.202794,21.763,19.232,0.358,1.471,-3.175,1.0,0.04
332,310357497905327744,20.342118,31.183793,21.1,19.423,0.637,1.108,-2.309,1.0,0.03
15432,402520903306801408,16.190906,48.531391,21.316,19.279,0.961,1.522,-3.122,1.0,0.01
10732,382059369868495744,5.912709,41.945597,18.352,19.334,1.19,0.314,-0.384,0.68,0.01
20213,2876849019909535360,2.142108,35.625563,20.656,19.305,0.896,0.941,-2.162,0.96,0.04
60,297224694800446976,22.228002,29.606103,20.387,18.094,0.741,1.372,-2.916,1.0,0.0
6617,369638221368413440,16.522207,37.185445,17.859,18.989,1.16,0.23,-0.107,0.59,0.0
1001,312332122005514496,13.008779,30.409657,20.361,19.014,1.079,1.111,-2.315,1.0,0.0
215,309300081252578432,21.566631,30.168959,20.058,18.538,0.733,1.06,-2.36,1.0,0.03
7645,372705137255751680,18.118838,40.830966,20.293,18.891,0.54,0.919,-1.907,1.0,0.17
447,310459241386079104,20.355337,31.796502,17.036,17.892,1.254,0.397,-0.553,0.69,0.24
10056,379588389283335680,4.759893,38.242214,20.141,18.506,0.893,1.056,-2.331,0.97,0.04
2677,320775821551006080,21.101703,36.405265,20.846,19.494,1.177,1.113,-2.423,1.0,0.0
17735,2860498388650441856,5.112956,29.516772,20.851,19.376,0.679,1.147,-2.347,1.0,0.0
17872,2861458090502844416,1.270307,30.989372,19.699,18.723,0.715,0.807,-1.704,0.99,0.12
9817,379205999755989888,6.388847,38.740235,21.304,19.488,0.723,1.361,-2.834,1.0,0.04
7260,371348580425005824,16.079108,40.256725,20.055,19.207,0.769,0.824,-1.764,1.0,0.02
2994,321362342285045376,18.302065,36.428395,21.048,18.434,0.527,1.458,-3.344,1.0,0.04
2894,320803790377776000,21.378787,36.52308,21.788,19.412,0.658,1.348,-2.993,1.0,0.18
11494,385229154515923072,5.274676,43.271828,17.952,19.389,1.287,0.13,0.046,0.56,0.0
11324,384093741257790848,1.996535,41.420356,20.267,19.391,1.053,0.862,-1.96,1.0,0.08
8271,374482321708101632,15.57022,41.46527,20.255,18.442,0.597,1.266,-2.632,1.0,0.01
8981,376568580596429184,14.867564,44.2899,20.944,18.938,0.655,1.37,-2.895,1.0,0.01
4506,362865367180061696,13.901713,34.080221,20.066,19.21,0.824,0.823,-1.685,0.99,0.01
878,311984160934363392,12.732086,29.557808,19.627,19.3,1.0,0.703,-1.39,0.97,0.04
9117,376277553614278144,16.46012,43.479103,20.408,18.695,0.639,1.228,-2.551,1.0,0.01
18147,2861918167398961152,2.687671,31.760018,20.989,19.0,0.847,1.347,-2.802,1.0,0.01
15239,401113562781450112,16.902655,46.179928,20.125,19.176,0.897,0.91,-1.863,1.0,0.01
19966,2875032725483714944,0.579252,33.481242,20.422,19.425,0.719,1.023,-1.988,1.0,0.01
20498,2881934398624851840,0.866305,40.057716,16.899,17.967,1.096,0.154,-0.033,0.65,0.01
5847,368379830310423168,10.90125,38.984017,20.077,19.174,0.88,0.913,-1.846,1.0,0.01
20481,2880322033543395840,0.469594,37.578958,18.381,19.461,1.225,0.425,-0.569,0.7,0.04
1010,312487256223712128,14.505627,30.705045,21.324,18.931,0.984,1.52,-3.001,0.98,0.06
7668,372775609079069824,17.781489,41.236077,20.365,19.499,1.135,0.988,-1.899,1.0,0.01
14955,400020785662667776,20.780487,48.041985,20.502,19.367,0.736,0.987,-2.059,1.0,0.0
10682,382312017022906496,8.029172,42.890617,18.365,18.936,1.116,0.444,-0.583,0.9,0.06
14513,396737300344257920,20.713181,44.092017,18.049,19.214,1.095,0.143,-0.039,0.68,0.01
9210,377131290034082176,15.42539,45.910533,20.237,19.174,0.689,0.968,-1.878,0.99,0.01
12151,387746937360398592,9.928915,43.856427,21.045,19.159,0.587,1.341,-2.628,1.0,0.0
10858,382993989110604800,4.086911,40.186204,17.809,19.005,1.266,0.209,-0.125,0.65,0.01
15006,399985120254312064,20.553969,47.625468,20.295,19.106,0.964,1.055,-2.146,1.0,0.0
15893,404465076084508032,16.078592,51.648244,17.946,19.431,1.365,0.123,0.071,0.6,0.0
18588,2861956375428712448,3.027308,32.136222,20.548,18.91,0.813,1.164,-2.54,1.0,0.0
14980,400279995528511616,22.06224,48.505544,19.229,18.095,0.564,0.874,-1.781,0.99,0.21
13503,393030984085511168,1.837217,47.396515,19.932,18.903,0.779,0.943,-1.922,1.0,0.01
13283,391689236301295488,8.056955,50.18079,17.896,18.896,1.242,0.279,-0.273,0.56,0.01
4168,362448274315872640,11.719092,34.95966,20.164,18.885,0.548,0.912,-1.991,0.97,0.01
20043,2875421716377411968,0.094081,34.593358,19.906,17.835,0.454,1.27,-2.64,1.0,0.0
11394,385429544807937664,3.250722,43.339859,20.764,19.476,0.818,1.071,-2.404,1.0,0.01
12190,388025423040061952,11.766625,44.568931,20.358,19.451,0.736,0.857,-1.66,1.0,0.06
2275,316714878432777344,20.697168,32.769907,20.305,19.032,0.81,0.987,-2.029,1.0,0.0
18030,2861442589964999936,1.54104,30.869619,20.711,19.436,0.542,0.868,-1.773,0.91,0.33
8846,375430276825206784,11.995232,42.673285,19.304,18.201,0.787,1.089,-2.167,1.0,0.07
8624,375374614049803136,12.313971,42.317712,20.59,18.567,0.639,1.295,-2.822,1.0,0.01
13440,392569429721794176,6.050245,48.291811,20.038,19.342,0.887,0.773,-1.609,0.98,0.04
16235,414463180130721664,11.944158,49.342143,21.01,19.094,1.018,1.41,-2.984,1.0,0.01
13370,391989952731304576,6.104519,46.279019,18.791,19.049,0.819,0.414,-0.684,0.63,0.03
14347,395805017569519232,3.285465,52.092365,17.331,18.284,1.134,0.324,-0.262,0.69,0.14
16902,419261036566206080,5.28499,53.041634,20.346,19.413,1.09,1.059,-2.155,1.0,0.0
1589,314831930410405888,17.581639,33.684936,20.039,18.971,0.923,0.938,-1.94,1.0,0.0
12382,388648914853133696,8.196792,44.737659,19.725,18.368,0.898,1.109,-2.219,1.0,0.03
16143,407312849855194240,22.602859,52.324646,18.124,18.67,0.85,0.266,-0.298,0.56,0.01
10840,382453476067423872,8.073435,43.733104,20.394,18.184,0.686,1.516,-3.02,1.0,0.17
18826,2861877210590557696,2.32141,31.787549,21.413,19.279,0.855,1.413,-2.791,1.0,0.01
7783,372833500942191360,18.89924,41.356453,20.601,19.467,0.875,0.896,-1.836,1.0,0.1
11971,387872350405175936,8.997205,44.959062,19.787,18.969,0.668,0.762,-1.624,0.99,0.08
15817,403991740626222848,17.757966,51.02028,18.101,18.273,0.499,0.265,-0.278,0.66,0.15
10882,382473194260860160,7.430388,43.319205,20.534,19.128,0.637,0.984,-2.115,0.97,0.03
5679,367241457818475904,12.070803,37.116723,20.816,19.204,0.716,1.237,-2.434,1.0,0.0
495,310635743066695296,19.67919,31.853681,20.901,19.098,0.887,1.228,-2.714,1.0,0.06
20452,2880984107046382848,0.519718,38.822351,21.611,19.228,0.515,1.209,-2.868,1.0,0.01
2491,315758337676048000,22.301044,32.067352,19.794,18.453,0.777,1.037,-2.166,1.0,0.03
16440,415050731660790528,13.421493,50.948528,20.624,19.141,0.844,1.179,-2.423,1.0,0.0
15437,402216888340823424,14.792942,48.574295,20.862,19.345,0.969,1.112,-2.534,1.0,0.0
18173,2860789312553808640,4.107477,30.263707,20.758,19.328,0.933,1.155,-2.408,1.0,0.0
18682,2862159475841256960,5.842165,31.135001,20.34,18.668,0.542,1.176,-2.335,1.0,0.01
11989,387544627221342720,10.209746,43.458397,21.159,19.129,0.167,1.156,-2.542,1.0,0.01
18717,2862910197469403904,6.35441,32.574516,17.822,19.029,1.296,0.355,-0.372,0.66,0.06
17003,2858059431340439040,8.005777,29.543081,20.402,18.272,0.965,1.406,-2.852,1.0,0.0
11156,383595318891190016,4.608286,41.887441,20.592,19.448,0.86,1.142,-2.279,1.0,0.0
16447,415071381863549440,13.606576,50.978199,21.27,18.887,0.427,1.349,-2.855,1.0,0.18
7443,372479703010894464,19.831592,41.664489,20.973,19.227,0.87,1.247,-2.552,1.0,0.0
8187,374575131657110272,15.913015,41.554679,20.84,19.13,0.528,1.078,-2.413,1.0,0.09
16385,415091722828605312,13.295853,51.314011,17.31,17.611,0.609,0.256,-0.282,0.53,0.08
11121,383873048658405632,3.556813,42.574135,19.943,19.277,0.783,0.727,-1.597,0.99,0.04
11557,385734311388986368,4.830842,44.503385,19.681,19.395,0.978,0.625,-1.229,0.97,0.03
17210,2859318887550876928,7.861718,30.783466,20.015,18.963,1.131,0.982,-1.986,1.0,0.0
11980,386799192696410624,2.691343,45.925857,20.935,19.063,0.816,1.254,-2.705,1.0,0.0
14954,400019033316009728,20.506693,48.040819,20.067,18.316,0.831,1.295,-2.72,1.0,0.01
2401,317081531200550400,22.500878,34.225351,17.481,18.261,1.008,0.268,-0.26,0.57,0.01
14317,395924894393886080,2.990557,52.637468,20.105,19.331,0.728,0.875,-1.716,1.0,0.01
3856,360365386976126208,10.903926,30.584512,19.481,18.556,0.51,0.544,-1.529,0.79,0.14
7456,372491587186350080,20.01149,42.003869,18.877,18.471,0.641,0.601,-1.092,0.89,0.03
11931,387137223801487488,0.613397,46.760334,20.644,19.212,1.05,1.226,-2.501,1.0,0.01
2095,319828867161284480,19.503831,33.334661,20.227,18.803,0.613,1.011,-2.26,0.99,0.0
12909,390754513981803776,8.808495,47.557556,19.505,17.682,0.57,1.226,-2.602,1.0,0.01
7109,371943240120887808,19.176424,40.493399,21.444,19.301,0.569,1.413,-2.975,1.0,0.11
4723,364114481109389696,12.667149,36.097128,20.741,19.301,0.909,1.115,-2.363,1.0,0.0
9083,376113107904573824,16.766151,42.720034,18.477,19.306,0.276,0.202,0.304,0.56,0.33
3736,361065535364688512,13.05886,32.614118,20.737,18.45,0.562,1.513,-3.11,1.0,0.0
4812,364630976695972736,13.436166,37.623032,20.779,19.131,1.022,1.191,-2.534,1.0,0.0
16014,404874511025407104,16.530791,52.331668,20.089,18.223,0.625,1.293,-2.804,1.0,0.01
6159,368410444837763840,10.222441,38.881268,20.082,19.479,0.613,0.648,-1.258,0.97,0.32
13091,391164219498529536,7.59287,48.877151,17.374,18.568,1.241,0.19,-0.02,0.76,0.04
8931,376247042165947136,17.016859,43.412692,19.715,18.951,0.791,0.964,-1.693,0.98,0.06
11306,384260867025262080,1.278234,41.827109,19.846,18.233,0.575,1.186,-2.382,1.0,0.05
1124,312833018270774016,13.356883,31.725959,20.083,18.523,0.556,1.083,-2.441,1.0,0.0
11647,385909515993601152,4.256962,44.502538,20.768,19.162,0.932,1.273,-2.636,1.0,0.0
1588,314831685596250496,17.556321,33.638302,21.583,19.394,0.56,1.214,-2.543,0.99,0.37
5822,367745137222250240,12.626238,38.527472,20.901,19.47,0.822,1.181,-2.429,1.0,0.0
8085,373890891826333824,13.612464,39.491877,20.02,18.581,0.725,1.161,-2.326,1.0,0.01
11436,385106975582970752,5.482155,42.592085,19.602,18.415,0.599,1.022,-2.048,1.0,0.01
20134,2875669312652134656,2.986367,33.874386,20.372,19.023,0.819,1.003,-2.203,0.99,0.0
11318,384590479996313856,1.504211,42.669272,18.837,19.152,0.837,0.388,-0.512,0.62,0.04
6759,370728249708410752,14.555414,38.406887,19.917,18.386,0.748,1.153,-2.381,1.0,0.0
16803,416742673898442112,13.60225,52.304718,20.619,19.303,1.087,1.208,-2.414,1.0,0.0
2226,316480441937925376,20.599585,32.268491,20.435,18.05,0.689,1.56,-3.254,1.0,0.04
12387,389018694357797248,8.618411,45.362276,19.605,18.809,0.638,0.774,-1.547,1.0,0.08
4,308451189556387456,16.405638,29.406942,20.076,18.367,0.926,1.169,-2.536,1.0,0.01
19346,2873759701473062144,0.241722,31.928111,20.487,19.21,0.896,0.963,-2.157,1.0,0.0
19197,2873921879437382016,1.818159,32.189081,20.338,18.946,0.714,1.058,-2.2,1.0,0.0
965,311837788449033728,15.124885,30.952665,20.853,19.146,0.58,1.085,-2.38,0.99,0.03
2394,317070364285325952,22.211422,33.915966,21.646,18.61,0.294,1.483,-3.397,1.0,0.04
12096,387905026517192320,11.084802,44.024498,20.561,19.13,0.793,1.189,-2.504,1.0,0.0
8139,374059185825887872,14.88432,40.630518,20.649,19.25,0.76,1.048,-2.203,0.98,0.0
5226,365602326499937152,10.508383,35.784638,20.396,18.923,0.849,1.094,-2.374,1.0,0.0
17914,2862032310450474752,2.886405,32.630393,19.912,18.643,0.733,0.953,-2.022,1.0,0.01
12350,388413069606559104,9.889408,46.221628,20.787,19.046,0.944,1.299,-2.679,1.0,0.03
3685,360927546655412480,12.220164,31.95861,18.084,17.324,0.652,0.723,-1.246,0.94,0.05
15508,402672567192430464,15.843551,49.296163,20.748,19.484,0.887,1.058,-2.185,1.0,0.01
350,309690373520406272,18.521085,29.521176,19.826,18.043,0.695,1.136,-2.418,1.0,0.03
20148,2875921719290140544,1.65892,34.253218,21.074,19.282,0.693,1.329,-2.576,1.0,0.0
20323,2877711002666452480,3.396355,38.044821,20.205,19.247,0.854,0.86,-1.879,0.97,0.0
14155,395590647162038784,0.734761,51.672455,20.19,19.443,1.004,0.866,-1.727,1.0,0.01
19314,2873878861044758272,1.223708,31.685149,20.259,19.017,0.764,0.893,-2.064,0.93,0.0
7725,372974002208731904,17.394662,41.37405,20.073,19.032,0.856,0.897,-1.871,1.0,0.01
2711,320296571920141440,19.783433,35.253359,20.622,18.651,0.301,1.136,-2.568,1.0,0.01
18494,2862215447856177536,6.677269,31.1679,20.484,19.046,0.822,1.006,-2.267,0.99,0.0
5678,367235925900591104,12.457552,37.258602,18.217,17.867,0.378,0.583,-0.971,0.84,0.17
17706,2860278108367347968,3.15197,29.620326,20.421,19.294,1.103,1.053,-2.02,1.0,0.0
20489,2880813755759699328,2.215829,38.702312,19.713,19.03,1.023,0.908,-1.724,1.0,0.03
20055,2875616295575229056,3.065215,33.739149,16.937,17.927,1.251,0.282,-0.162,0.59,0.07
9048,375777275823473024,12.59254,42.937627,20.395,19.296,0.771,0.945,-2.006,1.0,0.0
5354,367111749806543616,11.608329,36.657691,20.741,18.954,0.747,1.238,-2.638,1.0,0.0
17902,2861168575347605376,2.310878,30.304684,21.425,19.122,0.51,1.297,-2.786,1.0,0.05
12008,387625029009145472,9.545077,43.330334,20.713,19.476,0.954,1.064,-2.219,1.0,0.0
1790,315075884552535424,15.794114,34.555634,20.139,18.807,0.538,0.97,-1.999,1.0,0.01
3338,323375926031744256,21.404548,38.871922,21.505,18.889,0.367,1.371,-3.386,1.0,0.03
45,297203254323721984,22.531625,29.397925,20.214,18.645,0.771,1.112,-2.306,1.0,0.01
8343,375150932151966336,13.052536,41.855132,20.829,19.203,0.759,1.191,-2.575,1.0,0.0
2344,315378452113561472,22.383037,31.01057,20.956,19.418,0.737,1.192,-2.452,1.0,0.04
1509,314606290008430080,15.583094,33.493175,19.764,18.563,0.971,1.054,-2.071,1.0,0.02
14092,395269899002711296,2.152806,50.448774,18.288,19.385,1.148,0.454,-0.591,0.51,0.15
14863,398372652092170752,19.04062,46.619053,20.081,19.125,0.966,0.938,-1.966,1.0,0.01
8289,374749095012614784,14.702654,41.860077,20.672,18.805,0.707,1.121,-2.551,0.98,0.0
758,310478031868040192,19.275055,30.980522,20.927,19.36,0.417,0.911,-2.151,0.94,0.03
2412,317230824263948160,21.776882,33.804907,20.103,18.796,0.639,0.917,-2.026,0.9,0.05
13713,393612002964565376,2.250478,49.035495,20.915,19.248,0.704,1.193,-2.453,1.0,0.0
3751,360310823712093568,11.014569,30.346225,21.113,19.351,0.5,1.201,-2.556,1.0,0.0
15158,400973821723527552,18.330138,46.205085,17.943,19.055,1.154,0.203,-0.04,0.77,0.02
17843,2860340917969792768,2.871728,29.76255,20.39,19.408,0.878,0.871,-1.845,0.99,0.04
19412,2873485854357390976,1.174003,31.349731,20.17,18.752,0.767,1.103,-2.305,1.0,0.0
2320,316384372109483264,21.022093,31.629076,20.377,19.343,0.812,0.913,-1.954,1.0,0.04
18353,2862416383605856000,4.62008,31.448666,19.963,18.608,0.908,1.166,-2.388,1.0,0.01
9201,376783565185971584,17.53437,44.806009,18.148,19.281,1.132,0.162,-0.071,0.56,0.01
14811,398399761925759872,19.240247,46.846794,20.481,19.099,0.996,1.158,-2.379,1.0,0.0
3309,323316174447188736,22.13248,38.552339,20.218,19.154,0.917,0.957,-1.951,1.0,0.0
9223,377053877544633088,16.209446,45.242799,20.325,19.14,0.777,1.077,-2.199,1.0,0.0
17969,2861488911187738624,2.851371,30.315998,21.72,19.091,0.28,1.471,-3.046,1.0,0.36
15605,402986374681548800,14.651661,50.463924,19.636,18.275,0.943,1.159,-2.278,1.0,0.0
17699,2860547213837998720,5.062549,29.986826,20.398,19.185,0.729,0.909,-2.021,0.97,0.01
20067,2875754761024736640,3.98021,34.467867,19.521,17.997,0.647,1.124,-2.34,1.0,0.0
4090,362114224644548352,11.206087,34.085536,21.263,19.484,1.031,1.221,-2.663,1.0,0.01
18057,2861182181803406592,1.949114,30.370401,21.332,18.753,0.627,1.592,-3.264,1.0,0.06
7768,372915448919303808,18.521592,41.994424,17.75,18.283,0.86,0.316,-0.378,0.69,0.01
8130,374600209970496768,15.802465,41.930922,20.492,19.393,0.467,0.842,-1.899,0.82,0.1
1147,313150364814782208,17.80075,30.946364,19.949,18.86,0.747,0.89,-2.004,1.0,0.04
4165,362445491177506176,11.838428,34.894635,20.718,19.382,0.592,1.019,-2.149,1.0,0.01
10741,381959241295378560,7.16801,42.485986,20.767,19.348,0.862,1.146,-2.345,1.0,0.01
1377,314004204313203968,18.093701,33.062861,21.052,19.211,0.208,1.179,-2.443,0.99,0.04
6964,370962754923362048,15.633647,39.826708,20.885,19.146,0.825,1.322,-2.677,1.0,0.02
20490,2880814580394139136,2.192957,38.724616,20.58,19.258,0.944,1.206,-2.317,1.0,0.0
8906,376062118054137728,16.975636,42.17964,19.696,18.4,0.713,1.077,-2.142,1.0,0.0
17933,2862058011533829376,5.57191,30.332695,19.883,19.172,0.907,0.801,-1.664,0.98,0.01
1199,313298180409188864,16.314255,31.09613,20.686,19.403,0.843,1.04,-2.226,1.0,0.07
10864,382698357922635520,6.795578,44.032165,21.755,19.255,0.837,1.62,-3.365,1.0,0.03
2492,315759746425570560,22.205814,32.12707,20.961,18.23,0.512,1.478,-3.259,1.0,0.27
8395,374667318833831936,14.48584,41.488579,21.007,19.198,0.663,1.239,-2.64,1.0,0.0
2807,320232868965215872,19.949463,34.887928,20.561,18.987,0.485,1.081,-2.286,1.0,0.03
9496,378527016965800192,6.041039,37.123377,21.143,19.299,0.76,1.089,-2.434,0.99,0.01
11676,385641475675187584,5.437525,43.812247,20.669,17.802,0.9,1.587,-3.759,1.0,0.06
16003,405133033699225856,14.741375,52.763614,21.898,19.285,0.369,1.186,-3.007,1.0,0.21
2418,317236287462384768,21.957804,33.882123,20.325,18.751,0.657,0.999,-2.313,0.99,0.01
16750,416599664370368256,13.642094,51.743112,18.669,19.456,0.862,0.202,-0.082,0.58,0.01
6545,370025004647500672,18.797397,38.451872,18.385,18.688,0.648,0.263,-0.276,0.57,0.07
19012,2863154323410776064,6.873858,34.000961,20.602,18.993,0.944,1.175,-2.29,1.0,0.0
12813,390245199579722880,11.574,47.828555,21.896,19.276,0.51,1.493,-3.202,1.0,0.18
1479,313734927043499776,18.875653,32.56523,21.488,19.189,0.382,1.269,-2.894,1.0,0.06
357,310164984586791936,18.34496,31.062462,20.502,19.079,0.628,0.989,-2.192,1.0,0.04
7573,373044538456232832,17.14865,41.738018,20.317,19.296,0.888,0.92,-1.934,1.0,0.01
20615,2880835952150515712,1.900521,38.563685,19.942,18.821,0.793,0.844,-1.938,0.91,0.03
14497,396357212919044480,22.535726,42.400101,21.184,19.462,0.784,1.197,-2.556,1.0,0.01
15249,401259626029817600,16.950984,47.070521,21.69,19.127,0.095,1.413,-3.084,1.0,0.06
2357,315247374007239296,16.933755,35.550067,20.018,18.57,0.563,1.036,-2.161,1.0,0.01
12333,388206189623662592,10.170841,45.123784,20.083,18.84,0.607,1.001,-2.042,1.0,0.01
14208,395773063015288832,2.921768,51.566459,20.995,19.092,0.818,1.334,-2.763,1.0,0.0
1906,315119383981804672,16.846662,34.526355,19.944,18.681,0.775,1.002,-1.988,1.0,0.0
1222,312255396709538688,11.74496,30.161129,18.071,19.482,1.251,0.135,0.031,0.6,0.01
9131,376366029940651776,15.342502,43.337074,20.824,19.185,0.644,1.137,-2.477,1.0,0.0
13768,393744635856179584,1.868615,49.89577,21.052,19.401,0.608,1.036,-2.428,0.95,0.04
17460,2859563838125795072,7.943459,31.421327,21.439,19.027,0.579,1.531,-3.125,1.0,0.0
8396,374667593712347648,14.601199,41.467429,20.511,19.195,0.826,1.053,-2.212,1.0,0.0
15651,403452254077131776,16.990129,49.848487,20.716,18.805,0.823,1.424,-2.942,1.0,0.01
11864,386299602101524608,2.052864,44.52143,19.719,19.45,0.892,0.559,-1.048,0.88,0.14
1982,314900203210414848,17.215154,33.896458,18.826,19.488,0.923,0.223,-0.209,0.51,0.12
9281,377372254878533632,14.561795,44.91897,20.176,19.033,0.69,0.98,-1.957,1.0,0.01
3687,360936475892050944,12.363232,32.130612,20.419,19.027,0.776,1.053,-2.148,1.0,0.02
17896,2861148543619647104,1.529188,30.114192,21.778,19.467,0.574,1.333,-2.873,1.0,0.15
13312,391651303154734080,7.287778,50.093274,19.989,19.334,0.925,0.767,-1.579,1.0,0.03
2302,315268814483604352,22.601673,30.43938,18.946,17.797,0.803,0.94,-1.888,1.0,0.29
13103,390933626999334400,8.801547,48.169291,17.886,19.152,1.218,0.128,0.056,0.54,0.0
4364,363525520833900416,15.528857,35.749625,21.792,18.878,0.611,1.674,-3.573,1.0,0.0
7719,372816634606805632,19.095458,41.200718,20.132,19.019,1.313,1.076,-2.103,1.0,0.03
17380,2858963917093249024,6.116799,29.642143,20.721,18.78,1.008,1.356,-2.724,1.0,0.0
3229,321245416094685440,17.45528,35.649303,21.541,19.207,1.539,0.917,-3.242,0.9,0.39
2808,320235480305042560,19.776446,34.946547,18.805,17.642,0.455,0.961,-1.899,0.99,0.03
9567,378474927602353280,6.26926,37.002068,20.379,19.369,0.751,0.932,-1.881,1.0,0.07
13468,392340353342159104,3.189969,47.693874,18.055,19.264,1.264,0.421,-0.514,0.81,0.07
4791,364094243223528192,12.561235,35.917808,20.888,19.225,0.566,1.154,-2.414,0.99,0.0
4782,364011470612397824,12.433385,35.841907,18.608,19.346,1.213,0.438,-0.685,0.79,0.01
15689,403198924024100608,18.400326,49.313689,20.869,19.126,0.514,1.136,-2.379,1.0,0.39
8606,375097945140670208,13.265096,41.652055,20.052,19.022,0.435,0.726,-1.669,0.83,0.16
13499,392778302570951040,3.683178,48.579029,20.523,19.166,0.903,1.121,-2.309,1.0,0.0
3484,323513811661277696,20.129807,38.816258,21.1,18.939,0.776,1.502,-3.131,1.0,0.01
