,Object ID,RADEG,DECDEG,Nearest field,Distance to nearest field
418,B338D,12.3156875,40.77318611111111,m235,0.3057635962800135
419,B339D,12.322887499999998,40.75182777777778,m235,0.296098773400149
420,DAO104,12.338945833333332,42.271277777777776,m279,0.30961004853960744
421,SK232C,12.356791666666664,42.10186111111111,m279,0.47368835780409785
422,G349,12.3687792,40.0473028,m232,0.24226742036242369
423,B340D,12.371558333333333,41.07558333333333,m257,0.5090398139435619
424,B341D,12.3833792,41.6502083,m257,0.18771563705183597
425,B404,12.3855083,40.6888472,m235,0.30454937122997017
426,C31,12.387916666666664,34.86666666666667,m124,0.5769035831368154
427,B506,12.395437499999998,40.00803888888889,m232,0.2826391353292519
428,DAO105,12.3976458,42.8490944,m279,0.33653950766440976
429,SK233C,12.398541666666665,42.19522222222222,m279,0.39703848198638625
430,B342D,12.4000333,42.2720611,m279,0.3293612040524201
431,C32,12.406249999999998,33.748333333333335,m082,0.5439896763768188
432,B507,12.410075,40.7501,m235,0.3493708626197193
433,DAO107,12.422275,42.7587056,m279,0.27337906807630247
434,B343D,12.4546917,41.9471889,m257,0.4440776160682778
435,B509,12.4702042,42.1620472,m279,0.4506715672302056
436,B406,12.497175,42.2655306,m279,0.3760148411861452
437,B346D,12.515625,40.62757777777778,m235,0.3829714550720455
438,B347D,12.5575083,40.9400778,m235,0.5533616352992297
439,SK258B,12.57275,42.11183333333334,m279,0.5331242479273274
440,B348D,12.580079166666666,40.96743888888889,m256,0.5571871877825954
441,C33,12.593749999999998,41.859722222222224,m257,0.4394704744983546
442,B408,12.6248083,40.5913306,m235,0.4618625679678434
443,B349D,12.6333375,41.2223167,m256,0.4531695698154199
444,B510,12.641275,41.8223417,m257,0.4430126388562801
445,B511,12.680908333333331,40.18705277777777,m232,0.4337495978266474
446,B410,12.6863458,40.976525,m256,0.48280657935285326
447,B512,12.693016666666669,39.888863888888885,m232,0.5366731678754874
448,B513,12.699191666666666,41.429519444444445,m257,0.42210576761091956
449,B350D,12.7035583,42.3622167,m279,0.4364439408245571
450,C34,12.799999999999995,43.55972222222222,m301,0.44703113941158784
451,B519,12.8755833,34.1274722,m102,0.20508432996684522
