,ID,RAdeg,DECdeg
16372,414854915511340416,10.347894,50.633191
16423,415142334717039744,12.837328,51.394001
16511,415654810215565696,9.767967,51.307533
16512,415658211835459200,9.678968,51.374139
16518,415319386161806080,12.095178,51.455432
16525,415681370297481600,9.26222,51.170845
16537,415508712610536192,9.911482,50.614423
16658,416040566998622208,10.008995,51.636935
16711,416348876937504512,8.844353,52.783983
16765,416686564444588288,12.601553,52.288334
16792,417724705279204608,10.632057,53.26453
16856,418976194324174976,7.053306,52.12134
16864,418970284455235072,5.636969,52.59449
17001,2855191458340779136,0.433806,29.323837
17061,2858190479383707008,9.183746,29.298154
17070,2858382344162927360,9.227271,29.510972
17077,2858389387909299200,9.402603,29.585166
17085,2858393304919467136,9.219845,29.671586
17091,2858400108147030144,9.027036,29.695144
17150,2855210940311785856,0.327636,29.576531
17156,2857428380387028352,5.623807,29.302831
17169,2857479988713478656,5.505317,29.424313
17183,2858989373364987904,6.951816,30.044338
17195,2859303975424173568,8.23436,30.64744
17225,2858723536365355392,7.39801,29.463541
17231,2858744736323024384,6.74133,29.309115
17241,2859376298378700032,9.40284,31.069006
17263,2859416671071420800,9.280824,31.261924
17296,2859498451544227072,9.287241,31.919254
17396,2858022975659328384,8.717941,29.479248
17399,2858041461198114304,8.161014,29.343306
17482,2859181036282077952,6.767471,30.785315
17510,2859101665284636160,6.819395,30.303474
17511,2859107643880919808,6.789907,30.427736
17589,2858442439345338112,9.565237,30.118647
17612,2858524799637514496,9.74378,30.164503
17671,2859690178884283136,8.91159,31.988232
17675,2859727390480933376,8.397857,32.11343
17682,2860512441783437952,4.715561,29.669806
17698,2860540582409154688,5.493262,30.061556
17713,2860298002656513920,2.29217,29.283712
17714,2860298037016252032,2.292094,29.28887
17728,2859629396506288896,7.544493,31.688967
17757,2861025295239337472,1.347194,29.577934
17777,2862010595095883264,2.763565,32.388112
17825,2862030832981764352,2.803348,32.585346
17845,2860346449886932736,2.712147,29.898929
17869,2861449328770204672,1.531871,30.920467
17940,2860440698649054848,3.81382,29.362844
17942,2860442519715083136,3.523795,29.307736
17953,2860631807514639232,3.476095,29.431336
17954,2860631944952150528,3.507261,29.432917
17969,2861488911187738624,2.851371,30.315998
17975,2861497226244198400,2.581092,30.327654
17991,2861525671812052736,3.324456,30.763189
18001,2860477601008537856,3.931928,29.666761
18030,2861442589964999936,1.54104,30.869619
18053,2860775259422258560,4.295146,30.235159
18056,2861180704335268864,1.90504,30.342704
18069,2860566695809765504,4.544173,29.859441
18073,2860569788186774784,4.696814,29.895274
18078,2860574942146792576,4.643109,30.036262
18079,2860575010866941568,4.618106,30.040663
18086,2860581161260175616,4.447809,30.016576
18130,2861756947211939200,2.147642,30.772876
18138,2861897104880056832,2.796028,31.416981
18213,2863375123384192768,4.616119,32.495329
18227,2862107420837268096,5.98583,30.968146
18246,2861884765437923328,1.809733,31.720272
18258,2860872046509465088,3.952367,30.940256
18274,2861624249901338240,3.690065,30.899684
18313,2862508983100827392,6.082714,32.084394
18321,2862532687024862464,5.321004,31.867206
18363,2861547254023994752,2.53782,30.445098
18380,2861579586537023104,2.424253,30.982612
18396,2863200296740643968,4.576726,31.840274
18404,2863223115902905472,4.374339,32.128791
18422,2863092583255802880,7.392556,33.805997
18427,2862643364037974656,7.422281,32.040158
18489,2862196412559483392,6.158965,30.945234
18534,2861725031310193920,3.586876,31.596806
18550,2861774715491798016,1.959804,30.977279
18561,2861792857434070784,2.408402,31.151658
18575,2861807700840680448,2.668824,31.502657
18581,2861074219209514624,2.000989,29.717281
18590,2861958054763848576,3.000989,32.230137
18614,2863413086601164928,4.982757,32.949977
18618,2863229644253166080,4.487061,32.218305
18647,2861376722347047808,1.799025,30.642274
18659,2861383319416839296,1.884672,30.722847
18660,2861383353776555648,1.799248,30.652836
18671,2861399266630060928,1.798268,30.898376
18711,2861864394408828928,2.24641,31.534086
18735,2862896354791693824,6.358542,32.42467
18743,2863050144685045248,7.059259,33.267411
18746,2863057983000690816,7.369841,33.180187
18782,2861285153643572096,0.267353,30.045586
18841,2862449506393744640,4.814567,31.828003
18873,2860669122190523136,3.922721,29.854833
18885,2860695510468343040,3.921317,30.193554
18911,2863516170111691648,3.194438,32.533743
18922,2863537816747384960,2.898211,32.791718
18970,2862828940984035072,7.531434,32.920392
18980,2862737234842058624,6.920875,32.589015
19018,2863933572214302464,6.60528,34.384771
19049,2864043523375100672,5.28458,33.944897
19080,2864174674496428544,5.460078,34.731674
19083,2864179828458691200,5.54519,34.740236
19084,2864190510040509056,5.982829,34.80956
19105,2863608460367968000,4.022256,33.164307
19119,2864249303848697088,5.350826,35.164337
19149,2873438678436655872,0.638089,30.767486
19180,2863851899115514240,5.557032,33.812179
19186,2863872755477385600,6.202491,33.677568
19222,2873961942892886528,0.952828,32.270654
19244,2873534301588958848,0.375214,31.441906
19278,2873733244474497792,0.074544,31.729856
19368,2873773960763896064,0.27218,32.0494
19387,2873784955880845568,0.273899,32.221041
19416,2873494925328254080,0.800993,31.358779
19428,2873508188186572544,0.358527,31.116948
19433,2873515575531674880,0.321068,31.299294
19436,2874985966174900736,0.047608,32.851861
19448,2875461573673969920,0.127649,34.844313
19490,2874139857617634432,2.157558,33.459636
19511,2874062582566190208,2.520443,32.886286
19540,2874097762642485760,1.805989,32.887894
19628,2874175110709694848,0.673801,32.691616
19630,2874179371317314048,1.191805,32.645443
19642,2874204690148038528,1.050643,32.952562
19672,2874293170771145088,1.681015,33.125452
19696,2874314022835388288,1.275913,33.351149
19750,2873994653363815296,1.54193,32.645257
19756,2874001628390746880,2.050426,32.166002
19759,2874220048950859520,0.360406,32.766178
19762,2874233968940738688,0.120029,32.782434
19769,2874236374123172736,0.198649,32.87258
19801,2875130689393621632,0.631101,33.633144
19803,2875131410946138752,0.64917,33.689132
19844,2875987754410401920,3.012709,34.714059
19852,2875997310714081792,2.775148,34.638291
19856,2876501505515017728,3.656159,35.88256
19871,2875886702420026496,2.395194,34.282159
19877,2875907941034828288,1.731516,34.11279
19894,2876049881112396032,2.661868,34.803506
19895,2876053969921514368,2.69702,35.014585
19901,2876067335860827904,2.456949,34.967713
19929,2875723978995592704,3.537308,34.203242
19930,2875724146502688640,3.515961,34.193704
19937,2876544317748004096,4.362568,36.012874
19964,2875026334577488128,0.24249,33.34414
19971,2875039223770256896,0.209913,33.436148
19986,2876604649153235840,3.922757,36.139681
20004,2875953261530464768,1.914505,34.445402
20011,2875965459235424768,2.127044,34.786044
20039,2875414874493255552,0.043336,34.498933
20077,2875564034413820160,2.963639,33.192732
20108,2875451643709568640,0.537634,34.786142
20109,2875623579840294400,2.386178,33.308741
20140,2876111281966403072,2.812788,35.676858
20156,2876304005739350144,5.383813,35.764871
20161,2876330840692940160,4.603674,35.639711
20209,2876826101962595072,2.377344,35.266274
20220,2876771568762580608,1.099462,35.020917
20224,2876787997013660416,1.352552,35.252144
20232,2876821115504744704,2.015031,35.162243
20237,2877109599868481792,1.654861,36.124146
20270,2877292432333347200,3.099035,36.392077
20295,2877334832249641728,2.498752,36.512663
20301,2877641076301709952,2.204214,37.639114
20304,2877647162270030208,1.867369,37.555455
20305,2877648399221089664,1.847294,37.628496
20339,2877066203519223680,0.614806,35.86104
20341,2877588544556920832,2.467163,37.475524
20347,2876888533607286272,1.891354,35.505485
20378,2877004463365701248,1.117049,35.641793
20379,2877009445527763200,0.904362,35.597396
20395,2880929341920083840,0.61366,38.573788
20473,2880235653161387904,0.996342,37.04603
20477,2880952156784679296,1.037582,38.700634
20487,2880812278291673728,2.365439,38.694138
20541,2880210639271593984,0.493625,36.649059
20551,2880771080965454848,2.298368,38.323961
20651,2881908560103215104,0.732488,39.916422
20653,2882163573785610880,0.047803,40.292114
20657,2882301596855253760,0.012959,41.630681
